Номер_сессии,Сессия,Испытуемый,Видео,Формат_экрана,MOS,Таймкод,Разрешение,Масштаб_%,Битрейт_кбит,FPS,Дата_время,Статус
2,20260603 131950,5,3,720,2,02:22,214×112,5.2,10297.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,5,4,720,5,00:00,4096×2160,100.0,12627.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,5,4,720,4,01:36,552×290,13.5,9535.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,5,4,720,3,02:01,326×172,8.0,10546.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,5,4,720,2,02:22,214×112,5.2,15853.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,6,1,1080,5,01:02,1156×610,28.2,10810.0,60/1,2026-06-03 13:40:40,"Исключено: MOS=5 нажат поздно (01:02, 28.2%)"
2,20260603 131950,6,1,1080,4,02:01,326×172,8.0,19666.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,6,1,1080,3,02:14,264×138,6.5,26487.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,6,1,1080,2,02:21,214×112,5.2,11782.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,6,2,1080,5,00:03,4096×2160,100.0,11447.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,6,2,1080,4,00:59,1284×676,31.4,11350.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,6,2,1080,3,01:44,496×262,12.2,10850.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,6,2,1080,2,02:07,294×154,7.2,11643.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,6,3,1080,5,00:04,4096×2160,100.0,16232.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,6,3,1080,4,01:22,758×400,18.5,18989.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,6,3,1080,3,02:01,326×172,8.0,21322.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,6,3,1080,2,02:22,214×112,5.2,10297.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,6,4,1080,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,6,4,1080,4,01:23,758×400,18.5,13543.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,6,4,1080,3,01:39,552×290,13.5,9535.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,6,4,1080,2,02:15,238×124,5.8,11239.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,6,1,4K,5,00:05,3686×1944,90.0,30431.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,6,1,4K,4,00:46,1586×836,38.7,10961.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,6,1,4K,3,01:02,1156×610,28.2,10810.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,6,1,4K,2,02:08,294×154,7.2,22412.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,6,2,4K,5,00:03,4096×2160,100.0,11447.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,6,2,4K,4,01:02,1156×610,28.2,20695.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,6,2,4K,3,01:41,496×262,12.2,10850.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,6,2,4K,2,02:11,264×138,6.5,11925.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,6,3,4K,5,00:02,4096×2160,100.0,16232.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,6,3,4K,4,01:21,758×400,18.5,18989.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,6,3,4K,3,01:46,448×236,10.9,10947.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,6,3,4K,2,02:06,294×154,7.2,25487.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,6,4,4K,5,00:02,4096×2160,100.0,12627.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,6,4,4K,4,01:11,936×494,22.9,23949.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,6,4,4K,3,01:46,448×236,10.9,23119.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,6,4,4K,2,02:15,238×124,5.8,11239.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,6,1,720,5,01:02,1156×610,28.2,10810.0,60/1,2026-06-03 13:51:29,"Исключено: MOS=5 нажат поздно (01:02, 28.2%)"
2,20260603 131950,6,1,720,4,01:05,1040×548,25.4,9801.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,6,1,720,3,01:43,496×262,12.2,17235.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,6,1,720,2,02:14,264×138,6.5,26487.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,6,2,720,5,00:11,3316×1748,81.0,13181.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,6,2,720,4,00:58,1284×676,31.4,11350.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,6,2,720,3,01:41,496×262,12.2,10850.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,6,2,720,2,02:08,294×154,7.2,11643.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,6,3,720,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,6,3,720,4,01:06,1040×548,25.4,11430.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,6,3,720,3,01:30,614×324,15.0,20798.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,6,3,720,2,02:01,326×172,8.0,21322.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,6,4,720,5,00:02,4096×2160,100.0,12627.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,6,4,720,4,01:21,758×400,18.5,13543.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,6,4,720,3,01:41,496×262,12.2,17190.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,6,4,720,2,02:08,294×154,7.2,11770.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,7,1,1080,5,00:02,4096×2160,100.0,23413.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,7,1,1080,4,01:02,1156×610,28.2,10810.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,7,1,1080,3,02:03,326×172,8.0,19666.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,7,1,1080,2,02:22,214×112,5.2,11782.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,7,2,1080,5,00:03,4096×2160,100.0,11447.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,7,2,1080,4,01:34,614×324,15.0,23090.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,7,2,1080,3,02:07,294×154,7.2,11643.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,7,2,1080,2,02:21,214×112,5.2,19423.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,7,3,1080,5,00:03,4096×2160,100.0,16232.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,7,3,1080,4,01:25,682×360,16.7,25260.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,7,3,1080,3,02:02,326×172,8.0,21322.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,7,3,1080,2,02:22,214×112,5.2,10297.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,7,4,1080,5,00:06,3686×1944,90.0,11285.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,7,4,1080,4,01:41,496×262,12.2,17190.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,7,4,1080,3,02:21,214×112,5.2,15853.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,7,4,1080,2,,,,,,2026-06-03 13:48:39,Исключено: нет данных
2,20260603 131950,7,1,4K,5,00:46,1586×836,38.7,10961.0,60/1,2026-06-03 13:29:42,"Исключено: MOS=5 нажат поздно (00:46, 38.7%)"
2,20260603 131950,7,1,4K,4,01:02,1156×610,28.2,10810.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,7,1,4K,3,01:42,496×262,12.2,17235.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,7,1,4K,2,02:01,326×172,8.0,19666.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,7,2,4K,5,00:03,4096×2160,100.0,11447.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,7,2,4K,4,01:28,682×360,16.7,19254.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,7,2,4K,3,01:42,496×262,12.2,10850.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,7,2,4K,2,02:10,264×138,6.5,11925.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,7,3,4K,5,00:20,2686×1416,65.6,14125.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,7,3,4K,4,01:42,496×262,12.2,9763.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,7,3,4K,3,02:01,326×172,8.0,21322.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,7,3,4K,2,02:13,264×138,6.5,28155.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,7,4,4K,5,00:07,3686×1944,90.0,11285.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,7,4,4K,4,01:46,448×236,10.9,23119.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,7,4,4K,3,02:06,294×154,7.2,11770.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,7,4,4K,2,02:26,192×100,4.7,22937.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,7,1,720,5,00:03,4096×2160,100.0,23413.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,7,1,720,4,01:06,1040×548,25.4,9801.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,7,1,720,3,01:07,1040×548,25.4,9801.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,7,1,720,2,02:21,214×112,5.2,11782.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,7,2,720,5,00:03,4096×2160,100.0,11447.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,7,2,720,4,01:14,936×494,22.9,20981.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,7,2,720,3,01:42,496×262,12.2,10850.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,7,2,720,2,02:14,264×138,6.5,11925.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,7,3,720,5,00:02,4096×2160,100.0,16232.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,7,3,720,4,01:22,758×400,18.5,18989.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,7,3,720,3,02:01,326×172,8.0,21322.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,7,3,720,2,02:21,214×112,5.2,10297.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,7,4,720,5,00:02,4096×2160,100.0,12627.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,7,4,720,4,01:37,552×290,13.5,9535.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,7,4,720,3,02:01,326×172,8.0,10546.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,7,4,720,2,02:21,214×112,5.2,15853.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,8,1,1080,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,8,1,1080,4,01:02,1156×610,28.2,10810.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,8,1,1080,3,01:25,682×360,16.7,26395.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,8,1,1080,2,01:42,496×262,12.2,17235.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,8,2,1080,5,00:01,4096×2160,100.0,11447.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,8,2,1080,4,01:02,1156×610,28.2,20695.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,8,2,1080,3,01:25,682×360,16.7,19254.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,8,2,1080,2,02:02,326×172,8.0,8000.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,8,3,1080,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,8,3,1080,4,01:16,842×444,20.6,9303.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,8,3,1080,3,01:22,758×400,18.5,18989.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,8,3,1080,2,01:42,496×262,12.2,9763.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,8,4,1080,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,8,4,1080,4,01:26,682×360,16.7,12882.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,8,4,1080,3,01:34,614×324,15.0,14254.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,8,4,1080,2,01:41,496×262,12.2,17190.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,8,1,4K,5,00:10,3316×1748,81.0,21825.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,8,1,4K,4,01:03,1156×610,28.2,10810.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,8,1,4K,3,01:26,682×360,16.7,26395.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,8,1,4K,2,01:41,496×262,12.2,17235.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,8,2,4K,5,00:03,4096×2160,100.0,11447.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,8,2,4K,4,01:04,1156×610,28.2,20695.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,8,2,4K,3,01:25,682×360,16.7,19254.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,8,2,4K,2,02:01,326×172,8.0,8000.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,8,3,4K,5,00:38,1958×1032,47.8,11148.0,60/1,2026-06-03 13:34:58,"Исключено: MOS=5 нажат поздно (00:38, 47.8%)"
2,20260603 131950,8,3,4K,4,01:13,936×494,22.9,10792.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,8,3,4K,3,01:24,758×400,18.5,18989.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,8,3,4K,2,01:42,496×262,12.2,9763.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,8,4,4K,5,00:00,4096×2160,100.0,12627.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,8,4,4K,4,01:24,758×400,18.5,13543.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,8,4,4K,3,01:36,552×290,13.5,9535.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,8,4,4K,2,01:46,448×236,10.9,23119.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,8,1,720,5,00:03,4096×2160,100.0,23413.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,8,1,720,4,00:43,1762×928,43.0,9951.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,8,1,720,3,01:05,1040×548,25.4,9801.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,8,1,720,2,01:22,758×400,18.5,21269.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,8,2,720,5,00:01,4096×2160,100.0,11447.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,8,2,720,4,00:44,1762×928,43.0,14019.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,8,2,720,3,01:01,1156×610,28.2,20695.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,8,2,720,2,01:21,758×400,18.5,15131.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,8,3,720,5,00:00,4096×2160,100.0,16232.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,8,3,720,4,00:47,1586×836,38.7,20586.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,8,3,720,3,01:01,1156×610,28.2,8753.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,8,3,720,2,01:21,758×400,18.5,18989.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,8,4,720,5,00:00,4096×2160,100.0,12627.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,8,4,720,4,00:24,2686×1416,65.6,22895.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,8,4,720,3,01:21,758×400,18.5,13543.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,8,4,720,2,01:34,614×324,15.0,14254.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,9,1,1080,5,00:06,3686×1944,90.0,30431.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,9,1,1080,4,01:03,1156×610,28.2,10810.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,9,1,1080,3,01:43,496×262,12.2,17235.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,9,1,1080,2,02:09,294×154,7.2,22412.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,9,2,1080,5,00:03,4096×2160,100.0,11447.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,9,2,1080,4,01:17,842×444,20.6,14914.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,9,2,1080,3,01:42,496×262,12.2,10850.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,9,2,1080,2,02:09,294×154,7.2,11643.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,9,3,1080,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,9,3,1080,4,01:08,1040×548,25.4,11430.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,9,3,1080,3,01:41,496×262,12.2,9763.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,9,3,1080,2,02:21,214×112,5.2,10297.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,9,4,1080,5,00:10,3316×1748,81.0,9284.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,9,4,1080,4,00:57,1284×676,31.4,9145.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,9,4,1080,3,01:40,496×262,12.2,17190.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,9,4,1080,2,02:07,294×154,7.2,11770.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,9,1,4K,5,00:09,3686×1944,90.0,30431.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,9,1,4K,4,01:31,614×324,15.0,29472.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,9,1,4K,3,01:43,496×262,12.2,17235.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,9,1,4K,2,02:04,326×172,8.0,19666.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,9,2,4K,5,00:04,4096×2160,100.0,11447.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,9,2,4K,4,01:26,682×360,16.7,19254.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,9,2,4K,3,01:55,362×190,8.9,9113.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,9,2,4K,2,02:06,294×154,7.2,11643.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,9,3,4K,5,00:04,4096×2160,100.0,16232.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,9,3,4K,4,01:26,682×360,16.7,25260.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,9,3,4K,3,01:45,448×236,10.9,10947.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,9,3,4K,2,02:02,326×172,8.0,21322.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,9,4,4K,5,00:05,3686×1944,90.0,11285.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,9,4,4K,4,01:07,1040×548,25.4,20038.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,9,4,4K,3,01:36,552×290,13.5,9535.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,9,4,4K,2,02:10,264×138,6.5,13414.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,9,1,720,5,00:02,4096×2160,100.0,23413.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,9,1,720,4,00:47,1586×836,38.7,10961.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,9,1,720,3,01:44,496×262,12.2,17235.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,9,1,720,2,02:26,192×100,4.7,11247.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,9,2,720,5,00:01,4096×2160,100.0,11447.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,9,2,720,4,01:11,936×494,22.9,20981.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,9,2,720,3,01:23,758×400,18.5,15131.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,9,2,720,2,02:07,294×154,7.2,11643.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,9,3,720,5,00:02,4096×2160,100.0,16232.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,9,3,720,4,01:29,682×360,16.7,25260.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,9,3,720,3,01:44,496×262,12.2,9763.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,9,3,720,2,02:27,192×100,4.7,9735.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,9,4,720,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,9,4,720,4,01:10,936×494,22.9,23949.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,9,4,720,3,01:37,552×290,13.5,9535.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,9,4,720,2,02:03,326×172,8.0,10546.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,10,1,1080,5,00:04,4096×2160,100.0,23413.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,10,1,1080,4,00:41,1762×928,43.0,9951.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,10,1,1080,3,01:08,1040×548,25.4,9801.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,10,1,1080,2,02:06,294×154,7.2,22412.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,10,2,1080,5,00:02,4096×2160,100.0,11447.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,10,2,1080,4,01:17,842×444,20.6,14914.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,10,2,1080,3,01:48,448×236,10.9,9556.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,10,2,1080,2,02:11,264×138,6.5,11925.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,10,3,1080,5,00:00,4096×2160,100.0,16232.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,10,3,1080,4,01:01,1156×610,28.2,8753.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,10,3,1080,3,01:22,758×400,18.5,18989.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,10,3,1080,2,02:14,264×138,6.5,28155.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,10,4,1080,5,00:03,4096×2160,100.0,12627.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,10,4,1080,4,00:48,1586×836,38.7,11552.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,10,4,1080,3,01:38,552×290,13.5,9535.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,10,4,1080,2,02:04,326×172,8.0,10546.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,10,1,4K,5,00:07,3686×1944,90.0,30431.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,10,1,4K,4,00:56,1284×676,31.4,11073.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,10,1,4K,3,01:35,552×290,13.5,24340.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,10,1,4K,2,02:04,326×172,8.0,19666.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,10,2,4K,5,00:01,4096×2160,100.0,11447.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,10,2,4K,4,01:05,1040×548,25.4,26503.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,10,2,4K,3,01:49,448×236,10.9,9556.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,10,2,4K,2,02:07,294×154,7.2,11643.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,10,3,4K,5,00:02,4096×2160,100.0,16232.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,10,3,4K,4,01:25,682×360,16.7,25260.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,10,3,4K,3,01:46,448×236,10.9,10947.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,10,3,4K,2,02:04,326×172,8.0,21322.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,10,4,4K,5,00:03,4096×2160,100.0,12627.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,10,4,4K,4,01:22,758×400,18.5,13543.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,10,4,4K,3,01:49,448×236,10.9,23119.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,10,4,4K,2,02:09,294×154,7.2,11770.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,10,1,720,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 13:51:29,OK
