Номер_сессии,Сессия,Испытуемый,Видео,Формат_экрана,MOS,Таймкод,Разрешение,Масштаб_%,Битрейт_кбит,FPS,Дата_время,Статус
2,20260603 131950,10,1,720,4,00:44,1762×928,43.0,9951.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,10,1,720,3,01:40,496×262,12.2,17235.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,10,1,720,2,02:04,326×172,8.0,19666.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,10,2,720,5,00:04,4096×2160,100.0,11447.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,10,2,720,4,00:43,1762×928,43.0,14019.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,10,2,720,3,01:22,758×400,18.5,15131.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,10,2,720,2,02:03,326×172,8.0,8000.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,10,3,720,5,00:00,4096×2160,100.0,16232.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,10,3,720,4,01:14,936×494,22.9,10792.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,10,3,720,3,01:43,496×262,12.2,9763.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,10,3,720,2,02:03,326×172,8.0,21322.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,10,4,720,5,00:00,4096×2160,100.0,12627.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,10,4,720,4,01:07,1040×548,25.4,20038.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,10,4,720,3,01:43,496×262,12.2,17190.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,10,4,720,2,02:18,238×124,5.8,11239.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,11,1,1080,5,00:04,4096×2160,100.0,23413.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,11,1,1080,4,00:44,1762×928,43.0,9951.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,11,1,1080,3,01:44,496×262,12.2,17235.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,11,1,1080,2,02:06,294×154,7.2,22412.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,11,2,1080,5,00:02,4096×2160,100.0,11447.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,11,2,1080,4,01:26,682×360,16.7,19254.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,11,2,1080,3,01:56,362×190,8.9,9113.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,11,2,1080,2,02:10,264×138,6.5,11925.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,11,3,1080,5,00:04,4096×2160,100.0,16232.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,11,3,1080,4,01:27,682×360,16.7,25260.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,11,3,1080,3,01:41,496×262,12.2,9763.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,11,3,1080,2,02:03,326×172,8.0,21322.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,11,4,1080,5,00:02,4096×2160,100.0,12627.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,11,4,1080,4,01:36,552×290,13.5,9535.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,11,4,1080,3,01:54,402×212,9.8,21000.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,11,4,1080,2,02:06,294×154,7.2,11770.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,11,1,4K,5,00:11,3316×1748,81.0,21825.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,11,1,4K,4,01:41,496×262,12.2,17235.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,11,1,4K,3,01:57,362×190,8.9,22212.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,11,1,4K,2,02:04,326×172,8.0,19666.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,11,2,4K,5,00:08,3686×1944,90.0,11912.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,11,2,4K,4,01:37,552×290,13.5,22781.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,11,2,4K,3,01:59,362×190,8.9,9113.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,11,2,4K,2,02:07,294×154,7.2,11643.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,11,3,4K,5,00:11,3316×1748,81.0,24692.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,11,3,4K,4,01:37,552×290,13.5,13924.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,11,3,4K,3,01:43,496×262,12.2,9763.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,11,3,4K,2,02:01,326×172,8.0,21322.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,11,4,4K,5,00:06,3686×1944,90.0,11285.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,11,4,4K,4,01:26,682×360,16.7,12882.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,11,4,4K,3,01:57,362×190,8.9,15040.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,11,4,4K,2,02:08,294×154,7.2,11770.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,11,1,720,5,00:03,4096×2160,100.0,23413.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,11,1,720,4,01:28,682×360,16.7,26395.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,11,1,720,3,01:45,448×236,10.9,20553.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,11,1,720,2,02:13,264×138,6.5,26487.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,11,2,720,5,00:02,4096×2160,100.0,11447.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,11,2,720,4,01:23,758×400,18.5,15131.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,11,2,720,3,02:02,326×172,8.0,8000.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,11,2,720,2,02:16,238×124,5.8,8493.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,11,3,720,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,11,3,720,4,01:23,758×400,18.5,18989.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,11,3,720,3,01:41,496×262,12.2,9763.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,11,3,720,2,02:05,294×154,7.2,25487.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,11,4,720,5,00:05,3686×1944,90.0,11285.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,11,4,720,4,01:22,758×400,18.5,13543.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,11,4,720,3,01:42,496×262,12.2,17190.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,11,4,720,2,02:02,326×172,8.0,10546.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,12,1,1080,5,00:03,4096×2160,100.0,23413.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,12,1,1080,4,01:27,682×360,16.7,26395.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,12,1,1080,3,01:45,448×236,10.9,20553.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,12,1,1080,2,02:03,326×172,8.0,19666.0,60/1,2026-06-03 13:40:40,OK
2,20260603 131950,12,2,1080,5,00:03,4096×2160,100.0,11447.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,12,2,1080,4,01:59,362×190,8.9,9113.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,12,2,1080,3,02:06,294×154,7.2,11643.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,12,2,1080,2,02:22,214×112,5.2,19423.0,60/1,2026-06-03 13:43:20,OK
2,20260603 131950,12,3,1080,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,12,3,1080,4,01:41,496×262,12.2,9763.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,12,3,1080,3,02:01,326×172,8.0,21322.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,12,3,1080,2,02:22,214×112,5.2,10297.0,60/1,2026-06-03 13:45:59,OK
2,20260603 131950,12,4,1080,5,00:06,3686×1944,90.0,11285.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,12,4,1080,4,01:45,448×236,10.9,23119.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,12,4,1080,3,02:01,326×172,8.0,10546.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,12,4,1080,2,02:21,214×112,5.2,15853.0,60/1,2026-06-03 13:48:39,OK
2,20260603 131950,12,1,4K,5,00:30,2176×1146,53.1,11205.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,12,1,4K,4,01:34,614×324,15.0,29472.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,12,1,4K,3,02:05,294×154,7.2,22412.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,12,1,4K,2,02:23,214×112,5.2,11782.0,60/1,2026-06-03 13:29:42,OK
2,20260603 131950,12,2,4K,5,00:09,3686×1944,90.0,11912.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,12,2,4K,4,01:50,402×212,9.8,9166.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,12,2,4K,3,02:02,326×172,8.0,8000.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,12,2,4K,2,02:10,264×138,6.5,11925.0,60/1,2026-06-03 13:32:21,OK
2,20260603 131950,12,3,4K,5,00:02,4096×2160,100.0,16232.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,12,3,4K,4,01:38,552×290,13.5,13924.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,12,3,4K,3,01:58,362×190,8.9,11340.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,12,3,4K,2,02:02,326×172,8.0,21322.0,60/1,2026-06-03 13:34:58,OK
2,20260603 131950,12,4,4K,5,00:04,4096×2160,100.0,12627.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,12,4,4K,4,01:47,448×236,10.9,23119.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,12,4,4K,3,02:09,294×154,7.2,11770.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,12,4,4K,2,02:26,192×100,4.7,22937.0,60/1,2026-06-03 13:37:41,OK
2,20260603 131950,12,1,720,5,00:02,4096×2160,100.0,23413.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,12,1,720,4,01:24,758×400,18.5,21269.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,12,1,720,3,01:43,496×262,12.2,17235.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,12,1,720,2,02:06,294×154,7.2,22412.0,60/1,2026-06-03 13:51:29,OK
2,20260603 131950,12,2,720,5,00:02,4096×2160,100.0,11447.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,12,2,720,4,01:51,402×212,9.8,9166.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,12,2,720,3,02:04,326×172,8.0,8000.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,12,2,720,2,02:24,214×112,5.2,19423.0,60/1,2026-06-03 13:54:08,OK
2,20260603 131950,12,3,720,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,12,3,720,4,01:47,448×236,10.9,10947.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,12,3,720,3,02:03,326×172,8.0,21322.0,60/1,2026-06-03 13:56:53,OK
2,20260603 131950,12,3,720,2,,,,,,2026-06-03 13:56:53,Исключено: нет данных
2,20260603 131950,12,4,720,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,12,4,720,4,01:36,552×290,13.5,9535.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,12,4,720,3,01:43,496×262,12.2,17190.0,60/1,2026-06-03 13:59:30,OK
2,20260603 131950,12,4,720,2,02:02,326×172,8.0,10546.0,60/1,2026-06-03 13:59:30,OK
3,20260603 141031,13,1,1080,5,00:03,4096×2160,100.0,23413.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,13,1,1080,4,01:04,1156×610,28.2,10810.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,13,1,1080,3,01:44,496×262,12.2,17235.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,13,1,1080,2,02:22,214×112,5.2,11782.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,13,2,1080,5,00:00,4096×2160,100.0,11447.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,13,2,1080,4,00:56,1284×676,31.4,11350.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,13,2,1080,3,01:46,448×236,10.9,9556.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,13,2,1080,2,02:22,214×112,5.2,19423.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,13,3,1080,5,00:15,2984×1574,72.9,26243.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,13,3,1080,4,01:21,758×400,18.5,18989.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,13,3,1080,3,02:01,326×172,8.0,21322.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,13,3,1080,2,02:21,214×112,5.2,10297.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,13,4,1080,5,00:02,4096×2160,100.0,12627.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,13,4,1080,4,01:13,936×494,22.9,23949.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,13,4,1080,3,01:42,496×262,12.2,17190.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,13,4,1080,2,02:21,214×112,5.2,15853.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,13,1,4K,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,13,1,4K,4,00:30,2176×1146,53.1,11205.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,13,1,4K,3,01:04,1156×610,28.2,10810.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,13,1,4K,2,01:54,402×212,9.8,25400.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,13,2,4K,5,00:29,2418×1274,59.0,19463.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,13,2,4K,4,00:57,1284×676,31.4,11350.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,13,2,4K,3,01:40,496×262,12.2,10850.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,13,2,4K,2,02:20,214×112,5.2,19423.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,13,3,4K,5,00:03,4096×2160,100.0,16232.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,13,3,4K,4,01:23,758×400,18.5,18989.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,13,3,4K,3,02:01,326×172,8.0,21322.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,13,3,4K,2,02:16,238×124,5.8,23229.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,13,4,4K,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,13,4,4K,4,01:22,758×400,18.5,13543.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,13,4,4K,3,01:43,496×262,12.2,17190.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,13,4,4K,2,02:21,214×112,5.2,15853.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,13,1,720,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,13,1,720,4,01:03,1156×610,28.2,10810.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,13,1,720,3,01:44,496×262,12.2,17235.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,13,1,720,2,02:21,214×112,5.2,11782.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,13,2,720,5,00:01,4096×2160,100.0,11447.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,13,2,720,4,01:03,1156×610,28.2,20695.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,13,2,720,3,02:07,294×154,7.2,11643.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,13,2,720,2,02:21,214×112,5.2,19423.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,13,3,720,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,13,3,720,4,01:21,758×400,18.5,18989.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,13,3,720,3,01:54,402×212,9.8,13771.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,13,3,720,2,02:20,214×112,5.2,10297.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,13,4,720,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,13,4,720,4,01:21,758×400,18.5,13543.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,13,4,720,3,01:43,496×262,12.2,17190.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,13,4,720,2,02:21,214×112,5.2,15853.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,14,1,1080,5,00:03,4096×2160,100.0,23413.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,14,1,1080,4,01:04,1156×610,28.2,10810.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,14,1,1080,3,01:58,362×190,8.9,22212.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,14,1,1080,2,02:07,294×154,7.2,22412.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,14,2,1080,5,00:02,4096×2160,100.0,11447.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,14,2,1080,4,00:58,1284×676,31.4,11350.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,14,2,1080,3,01:56,362×190,8.9,9113.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,14,2,1080,2,02:07,294×154,7.2,11643.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,14,3,1080,5,00:00,4096×2160,100.0,16232.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,14,3,1080,4,01:06,1040×548,25.4,11430.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,14,3,1080,3,01:35,552×290,13.5,13924.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,14,3,1080,2,02:12,264×138,6.5,28155.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,14,4,1080,5,00:03,4096×2160,100.0,12627.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,14,4,1080,4,01:23,758×400,18.5,13543.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,14,4,1080,3,01:36,552×290,13.5,9535.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,14,4,1080,2,02:02,326×172,8.0,10546.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,14,1,4K,5,00:10,3316×1748,81.0,21825.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,14,1,4K,4,00:27,2418×1274,59.0,11957.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,14,1,4K,3,01:03,1156×610,28.2,10810.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,14,1,4K,2,01:42,496×262,12.2,17235.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,14,2,4K,5,00:07,3686×1944,90.0,11912.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,14,2,4K,4,01:06,1040×548,25.4,26503.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,14,2,4K,3,01:44,496×262,12.2,10850.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,14,2,4K,2,02:05,294×154,7.2,11643.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,14,3,4K,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,14,3,4K,4,01:09,1040×548,25.4,11430.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,14,3,4K,3,01:40,496×262,12.2,9763.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,14,3,4K,2,02:06,294×154,7.2,25487.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,14,4,4K,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,14,4,4K,4,01:06,1040×548,25.4,20038.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,14,4,4K,3,01:37,552×290,13.5,9535.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,14,4,4K,2,02:06,294×154,7.2,11770.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,14,1,720,5,00:05,3686×1944,90.0,30431.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,14,1,720,4,01:07,1040×548,25.4,9801.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,14,1,720,3,01:43,496×262,12.2,17235.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,14,1,720,2,02:04,326×172,8.0,19666.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,14,2,720,5,00:01,4096×2160,100.0,11447.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,14,2,720,4,01:02,1156×610,28.2,20695.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,14,2,720,3,01:42,496×262,12.2,10850.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,14,2,720,2,02:22,214×112,5.2,19423.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,14,3,720,5,00:00,4096×2160,100.0,16232.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,14,3,720,4,01:25,682×360,16.7,25260.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,14,3,720,3,01:48,448×236,10.9,10947.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,14,3,720,2,02:08,294×154,7.2,25487.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,14,4,720,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,14,4,720,4,01:12,936×494,22.9,23949.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,14,4,720,3,01:44,496×262,12.2,17190.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,14,4,720,2,02:29,192×100,4.7,22937.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,15,1,1080,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,15,1,1080,4,00:44,1762×928,43.0,9951.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,15,1,1080,3,01:05,1040×548,25.4,9801.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,15,1,1080,2,01:43,496×262,12.2,17235.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,15,2,1080,5,00:00,4096×2160,100.0,11447.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,15,2,1080,4,01:23,758×400,18.5,15131.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,15,2,1080,3,01:57,362×190,8.9,9113.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,15,2,1080,2,02:21,214×112,5.2,19423.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,15,3,1080,5,00:00,4096×2160,100.0,16232.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,15,3,1080,4,00:57,1284×676,31.4,24822.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,15,3,1080,3,01:26,682×360,16.7,25260.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,15,3,1080,2,02:03,326×172,8.0,21322.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,15,4,1080,5,00:03,4096×2160,100.0,12627.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,15,4,1080,4,01:10,936×494,22.9,23949.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,15,4,1080,3,01:37,552×290,13.5,9535.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,15,4,1080,2,02:10,264×138,6.5,13414.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,15,1,4K,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,15,1,4K,4,00:27,2418×1274,59.0,11957.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,15,1,4K,3,01:03,1156×610,28.2,10810.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,15,1,4K,2,01:25,682×360,16.7,26395.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,15,2,4K,5,00:35,1958×1032,47.8,25912.0,60/1,2026-06-03 14:20:34,"Исключено: MOS=5 нажат поздно (00:35, 47.8%)"
3,20260603 141031,15,2,4K,4,01:19,842×444,20.6,14914.0,60/1,2026-06-03 14:20:34,OK
